Channel_DNA,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05MeasureImageQuality,FileName_DNA,Frame_DNA,Group_Index,Group_Number,Height_DNA,ImageNumber,ImageQuality_Correlation_DNA_10,ImageQuality_Correlation_DNA_20,ImageQuality_Correlation_DNA_5,ImageQuality_Correlation_DNA_50,ImageQuality_FocusScore_DNA,ImageQuality_LocalFocusScore_DNA_10,ImageQuality_LocalFocusScore_DNA_20,ImageQuality_LocalFocusScore_DNA_5,ImageQuality_LocalFocusScore_DNA_50,ImageQuality_MADIntensity_DNA,ImageQuality_MaxIntensity_DNA,ImageQuality_MeanIntensity_DNA,ImageQuality_MedianIntensity_DNA,ImageQuality_MinIntensity_DNA,ImageQuality_PercentMaximal_DNA,ImageQuality_PercentMinimal_DNA,ImageQuality_PowerLogLogSlope_DNA,ImageQuality_Scaling_DNA,ImageQuality_StdIntensity_DNA,ImageQuality_TotalArea_DNA,ImageQuality_TotalIntensity_DNA,ImageSet_ImageSet,MD5Digest_DNA,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05MeasureImageQuality,PathName_DNA,ProcessingStatus,Scaling_DNA,Series_DNA,URL_DNA,Width_DNA
-1,0.0,0.0,1.84375,0.0,9.578125,Astra_107.tif,0,11,1,1994,11,0.6178894897092025,0.37131479200416895,0.7787701451453337,0.08006331633037456,0.017841473343814272,0.012346555646571283,0.024530299669970952,0.0031706629707323555,0.016565878258918035,0.0032043946,0.25186542,0.007867051426974001,0.0033417258,0.0,2.5150677710161578e-05,2.5820943271137384,-1.9813498783123746,65535,0.011847354,3976036,31279.68,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDAXK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOgTfhI=',0403b6a2388f2abe5c7e22499307a699,file:///D:/Aprit_renamed_images/train/blur/Astra_107.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_107.tif,1994
-1,0.0,0.0,1.78125,0.0,9.609375,Astra_108.tif,0,12,1,1994,12,0.08065503226228662,0.0033852169280528008,0.5266250118767155,-9.196683487427405e-05,0.01511730083744119,0.1660188506181971,0.48231063978806354,0.04350035524464905,0.21395722919403434,0.0019378958,1.0,0.00668080988829075,0.0039368276,0.0,0.0018108487951316336,0.0001257533885508079,-1.4010952103235537,65535,0.010049667,3976036,26563.14,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDAQq8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOhgfhM=',537dc85ea2c03d5e9fc2bcb96d272f24,file:///D:/Aprit_renamed_images/train/blur/Astra_108.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_108.tif,1994
-1,0.0,0.0,1.65625,0.0,9.921875,Astra_109.tif,0,13,1,1994,13,0.5989611764878272,0.4600974781378785,0.7281325382461914,0.3090231956857342,0.0056076448021216635,0.0035101746838918217,0.004760618017275538,0.0013237730799272461,0.003346985627695963,0.0051880674,0.16066225,0.013909216836819385,0.012558175,0.0,2.5150677710161578e-05,0.006488874849221687,-1.5409658799106045,65535,0.008831644,3976036,55303.547,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDAUq8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOitfhQ=',ac1da48e40dd0cdca5e806975fea9116,file:///D:/Aprit_renamed_images/train/blur/Astra_109.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_109.tif,1994
-1,0.0,0.0,1.671875,0.0,9.90625,Astra_11.tif,0,14,1,1994,14,0.6502467957123415,0.4752168795999797,0.7731918950804726,0.1943552959414712,0.02257542019920364,0.008494546394884598,0.01556992493249999,0.002882782604089494,0.019013470592516277,0.0032349129,0.3734798,0.011058777550366748,0.004562448,0.0,2.5150677710161578e-05,0.348211132897187,-1.9287750720228172,65535,0.015800525,3976036,43970.098,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tBQryQzDZweYI4B+hFkCWbKATEQqQfsSyADHECglOTragcAcDp93A==',508f7fd5c9e837dbf0ecdeb30ee1ca35,file:///D:/Aprit_renamed_images/train/blur/Astra_11.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_11.tif,1994
-1,0.0,0.0,1.828125,0.0,9.65625,Astra_110.tif,0,15,1,1994,15,0.457893554263017,0.24296277305045325,0.6556830330775546,0.03707561368957499,0.00649631994915703,0.011801913546677024,0.028580806756053196,0.0023420170578404794,0.022154204582297134,0.0012054627,0.17914091,0.005854099743595129,0.0033569848,0.0,2.5150677710161578e-05,2.5150677710161578e-05,-1.6584916775756313,65535,0.0061668553,3976036,23276.111,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQQK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOZGfgw=',62b928c2f2aa354747e8640d0bb535ba,file:///D:/Aprit_renamed_images/train/blur/Astra_110.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_110.tif,1994
-1,0.0,0.0,1.734375,0.0,9.484375,Astra_111.tif,0,16,1,1994,16,0.7024070896905342,0.537054762044815,0.8021417686535245,0.11815566502318504,0.015438565588338756,0.013722607042295344,0.03112296029061423,0.002160862390238447,0.0604552140646173,0.0003509575,0.26202792,0.004150274941707017,0.0005645838,0.0,2.5150677710161578e-05,0.42590157634387615,-1.901079077292673,65535,0.008004642,3976036,16501.643,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQUK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOaTfg0=',d957eaa559520141d2d27ee98c3ba30d,file:///D:/Aprit_renamed_images/train/blur/Astra_111.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_111.tif,1994
-1,0.0,0.0,0.5,0.0,9.0625,Astra_112.tif,0,17,1,1994,17,0.49869763889543506,0.19678097580271436,0.7062423777079881,0.02454075740256756,0.006736453017568849,0.004575212677071561,0.017048079136585546,0.0008719439329371048,0.06112699723891715,9.155413e-05,0.08026245,0.0009863171068417765,0.00012207218,0.0,2.5150677710161578e-05,11.10279182582854,-1.7879621099200762,65535,0.00257765,3976036,3921.6323,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQSK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAObgfg4=',19ba1c76085c8e30eca3731231f19463,file:///D:/Aprit_renamed_images/train/blur/Astra_112.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_112.tif,1994
-1,0.0,0.0,0.390625,0.0,8.296875,Astra_113.tif,0,18,1,1994,18,0.5651675435821066,0.3181995504463259,0.7368909600164426,0.036949554055735565,0.022322639449373523,0.01889000128511424,0.05325729253338871,0.0034217213535796855,0.04124902049465334,0.0004272526,0.30621806,0.005566882933938476,0.0004272526,0.0,2.5150677710161578e-05,4.501543748597849,-1.9889306628281496,65535,0.0111475345,3976036,22134.127,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQWK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOctfg8=',98e6dadc80b6d9238342a7beb7e9db8e,file:///D:/Aprit_renamed_images/train/blur/Astra_113.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_113.tif,1994
-1,0.0,0.0,1.0,0.0,9.890625,Astra_114.tif,0,19,1,1994,19,0.6571308386529373,0.43890209248843265,0.8015789366976119,0.11975542070845255,0.00906570312758631,0.009469090438967868,0.032260393494970854,0.0015967490419789617,0.04452235459314522,0.0012359808,0.13131914,0.005773104245660753,0.002868696,0.0,2.5150677710161578e-05,0.00037726016565242367,-1.8416570325955133,65535,0.007234449,3976036,22954.07,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQRK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOd6fhA=',3f1d2231cab64abe95274e5aa1d78812,file:///D:/Aprit_renamed_images/train/blur/Astra_114.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_114.tif,1994
-1,0.0,0.0,0.75,0.0,10.546875,Astra_115.tif,0,20,1,1994,20,0.7114377599783656,0.5129097359993333,0.8213705660880876,0.1464784542229062,0.007873332038787439,0.003213057729837275,0.005553634326182908,0.0009448351913761558,0.006289688425676069,0.00328069,0.11857786,0.007693478838754227,0.005676356,0.0,2.5150677710161578e-05,0.14725721799299604,-1.9145958560344636,65535,0.007782886,3976036,30589.549,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQVK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOfHfhE=',1a0ece08230c6353f6565381f082a9cb,file:///D:/Aprit_renamed_images/train/blur/Astra_115.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_115.tif,1994
-1,0.0,0.0,0.890625,0.0,10.28125,Astra_116.tif,0,21,1,1994,21,0.36394843386361175,0.26024395291839425,0.5391219888229988,0.1368005799680015,0.010393346937398667,0.012511495084685118,0.019454106449923483,0.003021100687077777,0.015649112867230905,0.0032349126,0.23337148,0.006342126539472983,0.0034027619,0.0,2.5150677710161578e-05,0.7118899325861234,-1.6229114372601088,65535,0.008118862,3976036,25216.523,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQTK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOgUfhI=',8027c913f7f5286fbf77bf76d61172be,file:///D:/Aprit_renamed_images/train/blur/Astra_116.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_116.tif,1994
-1,0.0,0.0,0.765625,0.0,10.390625,Astra_117.tif,0,22,1,1994,22,0.43635149024282005,0.2994572593561551,0.5947743382428448,0.14291103430788982,0.006245799748374976,0.006593415764744092,0.009943622100140421,0.0015241552040074614,0.009023013226270271,0.0032349126,0.112520024,0.004709345033753467,0.00343328,0.0,2.5150677710161578e-05,0.8780353095394509,-1.66458125028162,65535,0.0054234327,3976036,18724.525,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQXK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOhhfhM=',b6359a8c517a8bf82ee98ec295a0eb7a,file:///D:/Aprit_renamed_images/train/blur/Astra_117.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_117.tif,1994
-1,0.0,0.0,0.734375,0.0,10.15625,Astra_118.tif,0,23,1,1994,23,0.5868228970921795,0.33954019317706224,0.7587611129198669,0.0714061877073677,0.02053925573539276,0.020722353002664583,0.03717296040938559,0.006254650684549871,0.0305257056010321,0.0037384604,0.36382085,0.009076111310989137,0.0039063096,0.0,2.5150677710161578e-05,2.2877307951940073,-1.920555788111534,65535,0.013653445,3976036,36086.945,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQQq8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOiufhQ=',0614dfe543734bea582f1709d01e329e,file:///D:/Aprit_renamed_images/train/blur/Astra_118.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_118.tif,1994
-1,0.0,0.0,0.875,0.0,10.34375,Astra_119.tif,0,24,1,1994,24,0.6843171813128789,0.5137472175860479,0.8056164026295912,0.20121510165079665,0.010094399595648422,0.005954519168220976,0.01996837301134837,0.0011127224692249937,0.03202876492330048,0.0014648661,0.21222247,0.00601779037510601,0.0033875029,0.0,2.5150677710161578e-05,0.0002515067771016158,-1.8963801773122388,65535,0.0077939704,3976036,23926.951,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDQUq8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOj7fhU=',a92d7121ea79b4d7b260d5bdef80a338,file:///D:/Aprit_renamed_images/train/blur/Astra_119.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_119.tif,1994
-1,0.0,0.0,0.828125,0.0,10.046875,Astra_12.tif,0,25,1,1994,25,0.618618333520326,0.39940521477897173,0.7812640904713497,0.0938639093835882,0.007668986264927871,0.009906990997797868,0.039868907921771876,0.0018603558544877377,0.034890607297410045,0.0011444266,0.14718853,0.005870005582350109,0.0033112078,0.0,2.5150677710161578e-05,2.5150677710161578e-05,-1.852416180376381,65535,0.0067094704,3976036,23339.354,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tBIryQzDZweYI4B+hFkCWbKATEQqQfsSyADHECglOTragcAcId93Q==',844f1b6bee1c636c6ca28da6280022ef,file:///D:/Aprit_renamed_images/train/blur/Astra_12.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_12.tif,1994
-1,0.0,0.0,0.90625,0.0,10.34375,Astra_120.tif,0,26,1,1994,26,0.8086654007180545,0.6655480817483754,0.8776502649985191,0.21919145732338075,0.011132210226988916,0.006077828896634163,0.010447332987769392,0.0018517911517162908,0.014132989109328068,0.0033875033,0.14412147,0.008629686781633767,0.006408789,0.0,2.5150677710161578e-05,0.03526125014964653,-1.7916509183604223,65535,0.009801403,3976036,34311.945,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDIQK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOaUfg0=',d41e65c8198daa77b8b9c86decd05fbc,file:///D:/Aprit_renamed_images/train/blur/Astra_120.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_120.tif,1994
-1,0.0,0.0,1.125,0.0,10.15625,Astra_121.tif,0,27,1,1994,27,0.25036918489334237,0.08097967430219719,0.47385845329757054,0.04147462852488151,0.0014485748113087058,0.0024778689204852026,0.004542449691084497,0.0007249652201438019,0.002636540015996834,0.0010223542,0.15944152,0.005503772416956235,0.004715038,0.0005645838,2.5150677710161578e-05,2.5150677710161578e-05,-1.4233829862890368,65535,0.0028235838,3976036,21883.197,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDIUK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAObhfg4=',2cb31d411847caaf55b3bf5d190e0b31,file:///D:/Aprit_renamed_images/train/blur/Astra_121.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_121.tif,1994
-1,0.0,0.0,0.890625,0.0,10.0625,Astra_122.tif,0,28,1,1994,28,0.6963797965744902,0.4254634119482084,0.8409574094960224,0.033674966929555704,0.004296869619861553,0.0014649321245629758,0.006360998742147697,0.0002205942794445264,0.004553497349929424,0.00012207218,0.031097887,0.0009720705619436356,0.0002136263,0.0,2.5150677710161578e-05,3.6729043700811563,-2.2272391584710496,65535,0.0020437369,3976036,3864.9875,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDISK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOcufg8=',cd33440757aa8813340aae771c3aa535,file:///D:/Aprit_renamed_images/train/blur/Astra_122.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_122.tif,1994
-1,0.0,0.0,0.734375,0.015625,9.921875,Astra_123.tif,0,29,1,1994,29,0.7721479487441776,0.6067525531533389,0.8499693334662702,0.1625987509362873,0.004084784377284087,0.0005115676425254094,0.001767161146285451,0.00017111572297185998,0.008419073085121449,6.103609e-05,0.03056382,0.00033951410100057885,7.629511e-05,0.0,2.5150677710161578e-05,18.949199655133906,-1.877329776846897,65535,0.0011776425,3976036,1349.9203,b'eLtOvqSYsxlNGeSmjJzSIn3HYiAn3tDIWK8kMw2cIGCuAXoSZAtm0gExEMkH7E0gAxxCoKTk62oHAOd7fhA=',d228eb607e8b640f93e74d3ac216595e,file:///D:/Aprit_renamed_images/train/blur/Astra_123.tif,0,0,0,0,0,0,0,D:\Aprit_renamed_images\train\blur,Done,65535,0,file:///D:/Aprit_renamed_images/train/blur/Astra_123.tif,1994
